"","seedSource","State.Province","Lat.Deg","Long.Deg","Elev.m","test","Perc_flowers","Avg_Bud_per_Tree","Perc_Wntr_Inj","Avg_Time_Flush","ID2","Latitude","Longitude","Elevation","Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","Tave_wt","Tave_sp","Tave_sm","Tave_at","PPT_wt","PPT_sp","PPT_sm","PPT_at","Rad_wt","Rad_sp","Rad_sm","Rad_at","DD_0_wt","DD_0_sp","DD_0_sm","DD_0_at","DD5_wt","DD5_sp","DD5_sm","DD5_at","DD_18_wt","DD_18_sp","DD_18_sm","DD_18_at","DD18_wt","DD18_sp","DD18_sm","DD18_at","NFFD_wt","NFFD_sp","NFFD_sm","NFFD_at","PAS_wt","PAS_sp","PAS_sm","PAS_at","Eref_wt","Eref_sp","Eref_sm","Eref_at","CMD_wt","CMD_sp","CMD_sm","CMD_at","RH_wt","RH_sp","RH_sm","RH_at","CMI_wt","CMI_sp","CMI_sm","CMI_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD_0","DD5","DD_18","DD18","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","MAR","Eref","CMD","RH","CMI","DD1040","daylength_diff"
"113",159,"MN",47.4,-94.2,396,"MI",89,81,5,5,"MN",47.4,-94.2,396,-6.1,10.4,25.2,11.9,-18.8,-3.3,12,0.7,-12.5,3.6,18.6,6.3,55,164,283,146,-9999,-9999,-9999,-9999,1129,193,0,108,2,263,1251,366,2733,1334,107,1075,0,10,163,12,0,27,92,34,55,34,0,18,0,174,389,113,0,38,106,0,47,53,61,62,5.54,5.84,-4.21,1.94,4,20,-14.5,34.5,649,435,21.6,45.9,1430,1881,5248,185,153,142,267,125,107,-41.5,38.4,-9999,676,144,56,9.12,988,7.50125750135298
"114",159,"MN",47.4,-94.2,396,"OH",79,80,37,7,"MN",47.4,-94.2,396,-6.1,10.4,25.2,11.9,-18.8,-3.3,12,0.7,-12.5,3.6,18.6,6.3,55,164,283,146,-9999,-9999,-9999,-9999,1129,193,0,108,2,263,1251,366,2733,1334,107,1075,0,10,163,12,0,27,92,34,55,34,0,18,0,174,389,113,0,38,106,0,47,53,61,62,5.54,5.84,-4.21,1.94,4,20,-14.5,34.5,649,435,21.6,45.9,1430,1881,5248,185,153,142,267,125,107,-41.5,38.4,-9999,676,144,56,9.12,988,7.50125750135298
"115",159,"MN",47.4,-94.2,396,"WI",50,26,90,NA,"MN",47.4,-94.2,396,-6.1,10.4,25.2,11.9,-18.8,-3.3,12,0.7,-12.5,3.6,18.6,6.3,55,164,283,146,-9999,-9999,-9999,-9999,1129,193,0,108,2,263,1251,366,2733,1334,107,1075,0,10,163,12,0,27,92,34,55,34,0,18,0,174,389,113,0,38,106,0,47,53,61,62,5.54,5.84,-4.21,1.94,4,20,-14.5,34.5,649,435,21.6,45.9,1430,1881,5248,185,153,142,267,125,107,-41.5,38.4,-9999,676,144,56,9.12,988,7.50125750135298
"116",160,"NY",42.7,-76,558,"WI",9,4,83,NA,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"117",160,"NY",42.7,-76,558,"IN",8,144,11,NA,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"118",160,"NY",42.7,-76,558,"MI",64,116,8,6,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"119",160,"NY",42.7,-76,558,"MN",81,99,8,3,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"120",160,"NY",42.7,-76,558,"OH",63,53,11,6,"NY",42.7,-76,558,-1.3,10.8,24.3,14,-10.1,0.2,12.6,3.7,-5.7,5.5,18.4,8.9,216,252,275,259,-9999,-9999,-9999,-9999,570,97,0,30,13,295,1238,467,2126,1162,109,849,0,9,152,19,1,32,92,49,167,36,0,5,0,173,384,152,0,12,108,0,64,64,65,67,21.49,14.43,-2.6,10.95,6.8,19.6,-6.6,26.2,1001,453,16.8,43.3,697,2013,4246,180,175,135,275,141,209,-33,35.5,-9999,709,120,65,44.26,1044,6.28796415220316
"121",161,"VT",44.5,-72.4,518,"OH",72,122,19,8,"VT",44.5,-72.4,518,-3.3,9.6,23.7,12.7,-15.1,-2.7,10.3,1,-9.2,3.4,17,6.8,226,249,334,283,-9999,-9999,-9999,-9999,843,164,0,60,5,221,1107,349,2442,1340,177,1024,0,7,86,8,0,24,92,32,216,77,0,23,0,169,387,143,0,12,53,0,52,57,60,61,22.56,15.26,2.9,14.93,4.5,18.2,-10.5,28.7,1091,522,13.3,34.9,1067,1681,4983,101,149,145,264,119,316,-38.3,35.3,-9999,698,65,58,55.66,821,6.72397944154775
"122",161,"VT",44.5,-72.4,518,"MI",59,40,0,6,"VT",44.5,-72.4,518,-3.3,9.6,23.7,12.7,-15.1,-2.7,10.3,1,-9.2,3.4,17,6.8,226,249,334,283,-9999,-9999,-9999,-9999,843,164,0,60,5,221,1107,349,2442,1340,177,1024,0,7,86,8,0,24,92,32,216,77,0,23,0,169,387,143,0,12,53,0,52,57,60,61,22.56,15.26,2.9,14.93,4.5,18.2,-10.5,28.7,1091,522,13.3,34.9,1067,1681,4983,101,149,145,264,119,316,-38.3,35.3,-9999,698,65,58,55.66,821,6.72397944154775
"123",162,"MI",46.7,-89.8,225,"WI",0,NA,86,NA,"MI",46.7,-89.8,225,-3.7,10.1,24.3,12.6,-13.7,-2,11.3,2.4,-8.7,4,17.8,7.5,131,202,310,230,-9999,-9999,-9999,-9999,800,158,0,63,3,253,1181,411,2392,1290,138,963,0,7,123,14,0,27,92,45,123,44,0,17,0,170,382,129,0,14,72,0,58,58,61,66,13.1,10.03,0.67,9.97,5.2,19.1,-10,29.1,873,496,17.4,38.4,1021,1848,4784,143,165,142,272,130,184,-36.6,36.3,-9999,681,86,61,33.76,937,7.30414449170325
"124",162,"MI",46.7,-89.8,225,"IN",0,NA,8,NA,"MI",46.7,-89.8,225,-3.7,10.1,24.3,12.6,-13.7,-2,11.3,2.4,-8.7,4,17.8,7.5,131,202,310,230,-9999,-9999,-9999,-9999,800,158,0,63,3,253,1181,411,2392,1290,138,963,0,7,123,14,0,27,92,45,123,44,0,17,0,170,382,129,0,14,72,0,58,58,61,66,13.1,10.03,0.67,9.97,5.2,19.1,-10,29.1,873,496,17.4,38.4,1021,1848,4784,143,165,142,272,130,184,-36.6,36.3,-9999,681,86,61,33.76,937,7.30414449170325
"125",162,"MI",46.7,-89.8,225,"OH",54,102,13,10,"MI",46.7,-89.8,225,-3.7,10.1,24.3,12.6,-13.7,-2,11.3,2.4,-8.7,4,17.8,7.5,131,202,310,230,-9999,-9999,-9999,-9999,800,158,0,63,3,253,1181,411,2392,1290,138,963,0,7,123,14,0,27,92,45,123,44,0,17,0,170,382,129,0,14,72,0,58,58,61,66,13.1,10.03,0.67,9.97,5.2,19.1,-10,29.1,873,496,17.4,38.4,1021,1848,4784,143,165,142,272,130,184,-36.6,36.3,-9999,681,86,61,33.76,937,7.30414449170325
"126",162,"MI",46.7,-89.8,225,"MN",54,72,0,9,"MI",46.7,-89.8,225,-3.7,10.1,24.3,12.6,-13.7,-2,11.3,2.4,-8.7,4,17.8,7.5,131,202,310,230,-9999,-9999,-9999,-9999,800,158,0,63,3,253,1181,411,2392,1290,138,963,0,7,123,14,0,27,92,45,123,44,0,17,0,170,382,129,0,14,72,0,58,58,61,66,13.1,10.03,0.67,9.97,5.2,19.1,-10,29.1,873,496,17.4,38.4,1021,1848,4784,143,165,142,272,130,184,-36.6,36.3,-9999,681,86,61,33.76,937,7.30414449170325
"127",162,"MI",46.7,-89.8,225,"MI",40,36,4,7,"MI",46.7,-89.8,225,-3.7,10.1,24.3,12.6,-13.7,-2,11.3,2.4,-8.7,4,17.8,7.5,131,202,310,230,-9999,-9999,-9999,-9999,800,158,0,63,3,253,1181,411,2392,1290,138,963,0,7,123,14,0,27,92,45,123,44,0,17,0,170,382,129,0,14,72,0,58,58,61,66,13.1,10.03,0.67,9.97,5.2,19.1,-10,29.1,873,496,17.4,38.4,1021,1848,4784,143,165,142,272,130,184,-36.6,36.3,-9999,681,86,61,33.76,937,7.30414449170325
"128",163,"ME",44.4,-70.8,225,"WI",22,95,81,NA,"ME",44.4,-70.8,225,-1.1,11.5,25.4,14.5,-12.9,-1.2,11.4,2.2,-7,5.1,18.4,8.3,246,250,266,283,-9999,-9999,-9999,-9999,666,106,0,36,7,281,1236,434,2240,1193,110,894,0,9,151,14,1,29,92,35,214,44,0,10,0,183,412,156,0,28,146,8,52,57,59,60,24.64,13.59,-6.58,12.61,6.2,19.7,-8.1,27.8,1045,428,15.5,46,807,1958,4437,174,157,141,268,127,268,-35.9,36.7,-9999,751,182,57,44.26,1019,6.69890370914893
"129",163,"ME",44.4,-70.8,225,"IN",10,14,13,NA,"ME",44.4,-70.8,225,-1.1,11.5,25.4,14.5,-12.9,-1.2,11.4,2.2,-7,5.1,18.4,8.3,246,250,266,283,-9999,-9999,-9999,-9999,666,106,0,36,7,281,1236,434,2240,1193,110,894,0,9,151,14,1,29,92,35,214,44,0,10,0,183,412,156,0,28,146,8,52,57,59,60,24.64,13.59,-6.58,12.61,6.2,19.7,-8.1,27.8,1045,428,15.5,46,807,1958,4437,174,157,141,268,127,268,-35.9,36.7,-9999,751,182,57,44.26,1019,6.69890370914893
"130",163,"ME",44.4,-70.8,225,"OH",73,277,10,7,"ME",44.4,-70.8,225,-1.1,11.5,25.4,14.5,-12.9,-1.2,11.4,2.2,-7,5.1,18.4,8.3,246,250,266,283,-9999,-9999,-9999,-9999,666,106,0,36,7,281,1236,434,2240,1193,110,894,0,9,151,14,1,29,92,35,214,44,0,10,0,183,412,156,0,28,146,8,52,57,59,60,24.64,13.59,-6.58,12.61,6.2,19.7,-8.1,27.8,1045,428,15.5,46,807,1958,4437,174,157,141,268,127,268,-35.9,36.7,-9999,751,182,57,44.26,1019,6.69890370914893
"131",163,"ME",44.4,-70.8,225,"MI",70,94,0,6,"ME",44.4,-70.8,225,-1.1,11.5,25.4,14.5,-12.9,-1.2,11.4,2.2,-7,5.1,18.4,8.3,246,250,266,283,-9999,-9999,-9999,-9999,666,106,0,36,7,281,1236,434,2240,1193,110,894,0,9,151,14,1,29,92,35,214,44,0,10,0,183,412,156,0,28,146,8,52,57,59,60,24.64,13.59,-6.58,12.61,6.2,19.7,-8.1,27.8,1045,428,15.5,46,807,1958,4437,174,157,141,268,127,268,-35.9,36.7,-9999,751,182,57,44.26,1019,6.69890370914893
"132",163,"ME",44.4,-70.8,225,"MN",59,98,9,4,"ME",44.4,-70.8,225,-1.1,11.5,25.4,14.5,-12.9,-1.2,11.4,2.2,-7,5.1,18.4,8.3,246,250,266,283,-9999,-9999,-9999,-9999,666,106,0,36,7,281,1236,434,2240,1193,110,894,0,9,151,14,1,29,92,35,214,44,0,10,0,183,412,156,0,28,146,8,52,57,59,60,24.64,13.59,-6.58,12.61,6.2,19.7,-8.1,27.8,1045,428,15.5,46,807,1958,4437,174,157,141,268,127,268,-35.9,36.7,-9999,751,182,57,44.26,1019,6.69890370914893
"133",164,"ON",44.2,-80,219,"MI",80,85,3,7,"ONT",44.2,-80,219,-2,10.4,25.1,14.1,-10.7,-0.7,12.1,3.8,-6.3,4.9,18.6,8.9,197,185,208,205,-9999,-9999,-9999,-9999,617,120,0,31,9,271,1252,476,2182,1217,102,842,0,7,161,20,1,30,92,51,160,38,0,4,0,172,399,148,0,43,191,11,64,62,62,66,19.68,8.27,-10.65,5.66,6.5,19.6,-7.4,27,795,346,20.8,56.8,768,2009,4343,188,174,136,275,139,203,-33.3,36.4,-9999,718,245,63,22.96,1051,6.64906604543094
"134",164,"ON",44.2,-80,219,"OH",77,203,9,7,"ONT",44.2,-80,219,-2,10.4,25.1,14.1,-10.7,-0.7,12.1,3.8,-6.3,4.9,18.6,8.9,197,185,208,205,-9999,-9999,-9999,-9999,617,120,0,31,9,271,1252,476,2182,1217,102,842,0,7,161,20,1,30,92,51,160,38,0,4,0,172,399,148,0,43,191,11,64,62,62,66,19.68,8.27,-10.65,5.66,6.5,19.6,-7.4,27,795,346,20.8,56.8,768,2009,4343,188,174,136,275,139,203,-33.3,36.4,-9999,718,245,63,22.96,1051,6.64906604543094
"135",164,"ON",44.2,-80,219,"WI",12,12,100,NA,"ONT",44.2,-80,219,-2,10.4,25.1,14.1,-10.7,-0.7,12.1,3.8,-6.3,4.9,18.6,8.9,197,185,208,205,-9999,-9999,-9999,-9999,617,120,0,31,9,271,1252,476,2182,1217,102,842,0,7,161,20,1,30,92,51,160,38,0,4,0,172,399,148,0,43,191,11,64,62,62,66,19.68,8.27,-10.65,5.66,6.5,19.6,-7.4,27,795,346,20.8,56.8,768,2009,4343,188,174,136,275,139,203,-33.3,36.4,-9999,718,245,63,22.96,1051,6.64906604543094
"136",164,"ON",44.2,-80,219,"IN",3,1,15,NA,"ONT",44.2,-80,219,-2,10.4,25.1,14.1,-10.7,-0.7,12.1,3.8,-6.3,4.9,18.6,8.9,197,185,208,205,-9999,-9999,-9999,-9999,617,120,0,31,9,271,1252,476,2182,1217,102,842,0,7,161,20,1,30,92,51,160,38,0,4,0,172,399,148,0,43,191,11,64,62,62,66,19.68,8.27,-10.65,5.66,6.5,19.6,-7.4,27,795,346,20.8,56.8,768,2009,4343,188,174,136,275,139,203,-33.3,36.4,-9999,718,245,63,22.96,1051,6.64906604543094
"137",165,"NF",48.3,-54.2,46,"WI",0,NA,100,NA,"NFLD",48.3,-54.2,46,-0.1,5.9,18.9,11.4,-7.8,-2.2,9.3,3.4,-3.9,1.8,14.1,7.4,323,248,265,312,-9999,-9999,-9999,-9999,436,153,0,29,0,77,842,332,1966,1491,385,970,0,0,29,7,2,7,92,44,186,112,2,9,0,114,287,103,0,1,32,0,68,71,70,74,31.87,20.36,7.17,21.23,4.8,15.9,-5,20.8,1147,432,12.9,36.7,619,1251,4812,35,145,153,270,117,308,-30.3,30.7,-9999,504,33,71,80.63,517,7.76466651821937
"138",165,"NF",48.3,-54.2,46,"MI",83,107,0,5,"NFLD",48.3,-54.2,46,-0.1,5.9,18.9,11.4,-7.8,-2.2,9.3,3.4,-3.9,1.8,14.1,7.4,323,248,265,312,-9999,-9999,-9999,-9999,436,153,0,29,0,77,842,332,1966,1491,385,970,0,0,29,7,2,7,92,44,186,112,2,9,0,114,287,103,0,1,32,0,68,71,70,74,31.87,20.36,7.17,21.23,4.8,15.9,-5,20.8,1147,432,12.9,36.7,619,1251,4812,35,145,153,270,117,308,-30.3,30.7,-9999,504,33,71,80.63,517,7.76466651821937
"139",165,"NF",48.3,-54.2,46,"OH",67,125,12,4,"NFLD",48.3,-54.2,46,-0.1,5.9,18.9,11.4,-7.8,-2.2,9.3,3.4,-3.9,1.8,14.1,7.4,323,248,265,312,-9999,-9999,-9999,-9999,436,153,0,29,0,77,842,332,1966,1491,385,970,0,0,29,7,2,7,92,44,186,112,2,9,0,114,287,103,0,1,32,0,68,71,70,74,31.87,20.36,7.17,21.23,4.8,15.9,-5,20.8,1147,432,12.9,36.7,619,1251,4812,35,145,153,270,117,308,-30.3,30.7,-9999,504,33,71,80.63,517,7.76466651821937
"140",165,"NF",48.3,-54.2,46,"MN",75,88,12,2,"NFLD",48.3,-54.2,46,-0.1,5.9,18.9,11.4,-7.8,-2.2,9.3,3.4,-3.9,1.8,14.1,7.4,323,248,265,312,-9999,-9999,-9999,-9999,436,153,0,29,0,77,842,332,1966,1491,385,970,0,0,29,7,2,7,92,44,186,112,2,9,0,114,287,103,0,1,32,0,68,71,70,74,31.87,20.36,7.17,21.23,4.8,15.9,-5,20.8,1147,432,12.9,36.7,619,1251,4812,35,145,153,270,117,308,-30.3,30.7,-9999,504,33,71,80.63,517,7.76466651821937
"141",165,"NF",48.3,-54.2,46,"IN",0,NA,21,NA,"NFLD",48.3,-54.2,46,-0.1,5.9,18.9,11.4,-7.8,-2.2,9.3,3.4,-3.9,1.8,14.1,7.4,323,248,265,312,-9999,-9999,-9999,-9999,436,153,0,29,0,77,842,332,1966,1491,385,970,0,0,29,7,2,7,92,44,186,112,2,9,0,114,287,103,0,1,32,0,68,71,70,74,31.87,20.36,7.17,21.23,4.8,15.9,-5,20.8,1147,432,12.9,36.7,619,1251,4812,35,145,153,270,117,308,-30.3,30.7,-9999,504,33,71,80.63,517,7.76466651821937
"142",166,"QU",46.6,-71.4,91,"IN",0,NA,7,NA,"QUE",46.6,-71.4,91,-5.3,8.8,23.5,11.5,-15.1,-1.9,11.7,2.3,-10.2,3.4,17.6,6.9,246,220,319,279,-9999,-9999,-9999,-9999,930,177,0,61,2,233,1164,358,2530,1344,146,1019,0,7,114,9,0,29,92,40,239,75,0,23,0,156,362,121,0,20,42,0,59,62,64,69,24.63,13.55,4.47,16.75,4.4,19.1,-11.6,30.7,1065,502,13.6,38,1168,1757,5040,130,161,140,270,130,337,-38.1,35.7,-9999,638,62,64,59.4,890,7.27651062624819
"143",166,"QU",46.6,-71.4,91,"OH",57,138,19,8,"QUE",46.6,-71.4,91,-5.3,8.8,23.5,11.5,-15.1,-1.9,11.7,2.3,-10.2,3.4,17.6,6.9,246,220,319,279,-9999,-9999,-9999,-9999,930,177,0,61,2,233,1164,358,2530,1344,146,1019,0,7,114,9,0,29,92,40,239,75,0,23,0,156,362,121,0,20,42,0,59,62,64,69,24.63,13.55,4.47,16.75,4.4,19.1,-11.6,30.7,1065,502,13.6,38,1168,1757,5040,130,161,140,270,130,337,-38.1,35.7,-9999,638,62,64,59.4,890,7.27651062624819
"144",166,"QU",46.6,-71.4,91,"MI",48,53,0,7,"QUE",46.6,-71.4,91,-5.3,8.8,23.5,11.5,-15.1,-1.9,11.7,2.3,-10.2,3.4,17.6,6.9,246,220,319,279,-9999,-9999,-9999,-9999,930,177,0,61,2,233,1164,358,2530,1344,146,1019,0,7,114,9,0,29,92,40,239,75,0,23,0,156,362,121,0,20,42,0,59,62,64,69,24.63,13.55,4.47,16.75,4.4,19.1,-11.6,30.7,1065,502,13.6,38,1168,1757,5040,130,161,140,270,130,337,-38.1,35.7,-9999,638,62,64,59.4,890,7.27651062624819
"145",166,"QU",46.6,-71.4,91,"WI",12,7,71,NA,"QUE",46.6,-71.4,91,-5.3,8.8,23.5,11.5,-15.1,-1.9,11.7,2.3,-10.2,3.4,17.6,6.9,246,220,319,279,-9999,-9999,-9999,-9999,930,177,0,61,2,233,1164,358,2530,1344,146,1019,0,7,114,9,0,29,92,40,239,75,0,23,0,156,362,121,0,20,42,0,59,62,64,69,24.63,13.55,4.47,16.75,4.4,19.1,-11.6,30.7,1065,502,13.6,38,1168,1757,5040,130,161,140,270,130,337,-38.1,35.7,-9999,638,62,64,59.4,890,7.27651062624819
"146",166,"QU",46.6,-71.4,91,"MN",67,103,0,5,"QUE",46.6,-71.4,91,-5.3,8.8,23.5,11.5,-15.1,-1.9,11.7,2.3,-10.2,3.4,17.6,6.9,246,220,319,279,-9999,-9999,-9999,-9999,930,177,0,61,2,233,1164,358,2530,1344,146,1019,0,7,114,9,0,29,92,40,239,75,0,23,0,156,362,121,0,20,42,0,59,62,64,69,24.63,13.55,4.47,16.75,4.4,19.1,-11.6,30.7,1065,502,13.6,38,1168,1757,5040,130,161,140,270,130,337,-38.1,35.7,-9999,638,62,64,59.4,890,7.27651062624819
"147",167,"NB",46,-66.4,61,"OH",46,70,16,8,"N BRUNS",46,-66.4,61,-3,9.3,23.7,12.8,-13.6,-2,11.2,2.2,-8.3,3.6,17.4,7.5,277,227,249,285,-9999,-9999,-9999,-9999,771,144,0,44,2,211,1145,376,2360,1319,160,968,0,5,108,10,1,26,92,37,258,68,0,14,0,158,373,133,0,21,124,0,56,61,62,65,27.71,13.97,-3.37,15.94,5.1,19,-9.5,28.5,1038,415,14.5,45.7,959,1734,4808,123,155,144,268,124,340,-36.6,35.7,-9999,663,145,61,54.25,868,7.11334736827744
"148",167,"NB",46,-66.4,61,"WI",0,NA,71,NA,"N BRUNS",46,-66.4,61,-3,9.3,23.7,12.8,-13.6,-2,11.2,2.2,-8.3,3.6,17.4,7.5,277,227,249,285,-9999,-9999,-9999,-9999,771,144,0,44,2,211,1145,376,2360,1319,160,968,0,5,108,10,1,26,92,37,258,68,0,14,0,158,373,133,0,21,124,0,56,61,62,65,27.71,13.97,-3.37,15.94,5.1,19,-9.5,28.5,1038,415,14.5,45.7,959,1734,4808,123,155,144,268,124,340,-36.6,35.7,-9999,663,145,61,54.25,868,7.11334736827744
"149",167,"NB",46,-66.4,61,"IN",11,17,15,NA,"N BRUNS",46,-66.4,61,-3,9.3,23.7,12.8,-13.6,-2,11.2,2.2,-8.3,3.6,17.4,7.5,277,227,249,285,-9999,-9999,-9999,-9999,771,144,0,44,2,211,1145,376,2360,1319,160,968,0,5,108,10,1,26,92,37,258,68,0,14,0,158,373,133,0,21,124,0,56,61,62,65,27.71,13.97,-3.37,15.94,5.1,19,-9.5,28.5,1038,415,14.5,45.7,959,1734,4808,123,155,144,268,124,340,-36.6,35.7,-9999,663,145,61,54.25,868,7.11334736827744
"150",167,"NB",46,-66.4,61,"MN",74,109,10,5,"N BRUNS",46,-66.4,61,-3,9.3,23.7,12.8,-13.6,-2,11.2,2.2,-8.3,3.6,17.4,7.5,277,227,249,285,-9999,-9999,-9999,-9999,771,144,0,44,2,211,1145,376,2360,1319,160,968,0,5,108,10,1,26,92,37,258,68,0,14,0,158,373,133,0,21,124,0,56,61,62,65,27.71,13.97,-3.37,15.94,5.1,19,-9.5,28.5,1038,415,14.5,45.7,959,1734,4808,123,155,144,268,124,340,-36.6,35.7,-9999,663,145,61,54.25,868,7.11334736827744
"151",167,"NB",46,-66.4,61,"MI",74,68,0,8,"N BRUNS",46,-66.4,61,-3,9.3,23.7,12.8,-13.6,-2,11.2,2.2,-8.3,3.6,17.4,7.5,277,227,249,285,-9999,-9999,-9999,-9999,771,144,0,44,2,211,1145,376,2360,1319,160,968,0,5,108,10,1,26,92,37,258,68,0,14,0,158,373,133,0,21,124,0,56,61,62,65,27.71,13.97,-3.37,15.94,5.1,19,-9.5,28.5,1038,415,14.5,45.7,959,1734,4808,123,155,144,268,124,340,-36.6,35.7,-9999,663,145,61,54.25,868,7.11334736827744
